student_id,name,gender,university,degree_program,year_of_study,interests,career_goal,skill_level,location,email,gpa,preferred_mentor_location,learning_preference,mentorship_goals,preferred_communication_style,languages,available_hours
S2432,Student_2432,Male,University of Peradeniya,Cybersecurity,2,Software Engineering,Security Analyst,Advanced,Colombo,student_2432@student.edu,3.09,remote_only,reading,networking,casual,"English,Tamil",8
S2433,Student_2433,Male,SLIIT,SE,3,Software Engineering,Software Engineer,Beginner,Galle,student_2433@student.edu,3.12,any,visual,job_search,structured,"English,Sinhala",1
S2434,Student_2434,Male,IIT Sri Lanka,IT,1,Business IT,Data Scientist,Advanced,Kurunegala,student_2434@student.edu,2.84,any,kinesthetic,skill_development,formal,English,4
S2435,Student_2435,Female,IIT Sri Lanka,IT,1,Business IT,Security Analyst,Beginner,Kandy,student_2435@student.edu,3.02,same_city,kinesthetic,research_guidance,flexible,English,7
S2436,Student_2436,Male,University of Colombo,IT,3,Networking,Lecturer,Advanced,Kurunegala,student_2436@student.edu,2.64,same_city,reading,networking,flexible,English,2
S2437,Student_2437,Female,IIT Sri Lanka,IT,1,Business IT,Security Analyst,Intermediate,Galle,student_2437@student.edu,2.86,same_university,auditory,job_search,structured,"English,Sinhala",5
S2438,Student_2438,Male,University of Moratuwa,Data Science,3,Software Engineering,Software Engineer,Beginner,Gampaha,student_2438@student.edu,2.86,same_city,visual,skill_development,formal,English,1
S2439,Student_2439,Male,University of Moratuwa,SE,2,Business IT,Data Scientist,Advanced,Gampaha,student_2439@student.edu,3.95,any,reading,networking,casual,English,3
S2440,Student_2440,Male,University of Colombo,IT,3,AI/ML,Data Scientist,Beginner,Galle,student_2440@student.edu,3.09,remote_only,visual,networking,formal,"English,Tamil",5
S2441,Student_2441,Male,NSBM,IT,1,Data Science,Data Scientist,Beginner,Colombo,student_2441@student.edu,2.82,same_university,reading,networking,casual,"English,Tamil",6
S2442,Student_2442,Male,University of Peradeniya,CS,2,Networking,Software Engineer,Beginner,Colombo,student_2442@student.edu,3.54,same_city,reading,skill_development,flexible,English,9
S2443,Student_2443,Female,University of Kelaniya,SE,3,Data Science,Lecturer,Advanced,Galle,student_2443@student.edu,3.76,same_city,reading,job_search,flexible,"English,Sinhala",7
S2444,Student_2444,Male,University of Moratuwa,Cybersecurity,4,Software Engineering,Software Engineer,Beginner,Kandy,student_2444@student.edu,3.5,same_city,visual,career_guidance,formal,"English,Sinhala",7
S2445,Student_2445,Female,SLIIT,Data Science,2,Cybersecurity,Lecturer,Advanced,Colombo,student_2445@student.edu,3.77,remote_only,auditory,skill_development,flexible,English,6
S2446,Student_2446,Male,IIT Sri Lanka,SE,4,Data Science,Data Scientist,Beginner,Kandy,student_2446@student.edu,3.82,any,kinesthetic,career_guidance,casual,English,3
S2447,Student_2447,Male,University of Kelaniya,SE,4,AI/ML,Data Scientist,Advanced,Kurunegala,student_2447@student.edu,3.68,same_city,reading,networking,structured,English,4
S2448,Student_2448,Male,IIT Sri Lanka,IT,2,Business IT,Security Analyst,Intermediate,Kurunegala,student_2448@student.edu,3.19,same_university,reading,skill_development,casual,English,1
S2449,Student_2449,Male,University of Peradeniya,IT,3,Business IT,Lecturer,Intermediate,Galle,student_2449@student.edu,3.92,same_university,auditory,skill_development,formal,"English,Tamil",7
S2450,Student_2450,Male,University of Peradeniya,IT,2,Data Science,Data Scientist,Advanced,Kurunegala,student_2450@student.edu,3.97,same_city,reading,skill_development,flexible,"English,Tamil",7
S2451,Student_2451,Female,University of Colombo,SE,4,Networking,Security Analyst,Beginner,Gampaha,student_2451@student.edu,3.64,same_university,auditory,skill_development,structured,"English,Sinhala",6
S2452,Student_2452,Male,University of Moratuwa,Data Science,1,AI/ML,Lecturer,Intermediate,Kurunegala,student_2452@student.edu,2.93,same_university,kinesthetic,job_search,flexible,"English,Tamil",6
S2453,Student_2453,Female,University of Kelaniya,SE,4,Software Engineering,Software Engineer,Intermediate,Kurunegala,student_2453@student.edu,3.47,remote_only,visual,research_guidance,structured,English,3
S2454,Student_2454,Female,NSBM,IT,2,Networking,Data Scientist,Intermediate,Kurunegala,student_2454@student.edu,3.6,same_city,reading,job_search,formal,English,2
S2455,Student_2455,Female,University of Colombo,Cybersecurity,4,Cybersecurity,Software Engineer,Beginner,Colombo,student_2455@student.edu,3.96,same_city,kinesthetic,networking,flexible,English,7
S2456,Student_2456,Female,IIT Sri Lanka,Data Science,3,Software Engineering,Lecturer,Advanced,Galle,student_2456@student.edu,3.04,same_city,kinesthetic,skill_development,casual,English,6
S2457,Student_2457,Male,University of Colombo,IT,2,Software Engineering,Data Scientist,Advanced,Galle,student_2457@student.edu,3.49,same_city,auditory,career_guidance,formal,"English,Sinhala",3
S2458,Student_2458,Male,University of Colombo,Cybersecurity,3,Cybersecurity,Lecturer,Advanced,Galle,student_2458@student.edu,2.54,same_city,visual,career_guidance,structured,English,3
S2459,Student_2459,Female,University of Peradeniya,Data Science,3,Data Science,Lecturer,Advanced,Kandy,student_2459@student.edu,3.67,remote_only,auditory,research_guidance,flexible,English,3
S2460,Student_2460,Female,University of Peradeniya,IT,3,Networking,Security Analyst,Advanced,Kandy,student_2460@student.edu,2.9,same_city,reading,networking,formal,"English,Tamil",6
S2461,Student_2461,Male,University of Peradeniya,Data Science,3,AI/ML,Lecturer,Beginner,Gampaha,student_2461@student.edu,3.23,same_university,auditory,job_search,flexible,"English,Tamil",9
S2462,Student_2462,Male,University of Moratuwa,SE,1,Networking,Software Engineer,Advanced,Kandy,student_2462@student.edu,2.93,remote_only,visual,research_guidance,structured,English,9
S2463,Student_2463,Female,University of Peradeniya,IT,1,Software Engineering,Software Engineer,Beginner,Gampaha,student_2463@student.edu,2.8,remote_only,visual,career_guidance,casual,English,2
S2464,Student_2464,Male,University of Colombo,Cybersecurity,3,Software Engineering,Data Scientist,Advanced,Galle,student_2464@student.edu,3.41,remote_only,visual,research_guidance,formal,"English,Sinhala",3
S2465,Student_2465,Female,University of Moratuwa,Cybersecurity,1,Networking,Lecturer,Intermediate,Kandy,student_2465@student.edu,2.81,same_university,visual,networking,flexible,"English,Tamil",4
S2466,Student_2466,Female,NSBM,CS,1,Networking,Software Engineer,Advanced,Colombo,student_2466@student.edu,2.77,same_university,kinesthetic,research_guidance,casual,"English,Tamil",6
S2467,Student_2467,Female,University of Kelaniya,CS,3,Cybersecurity,Software Engineer,Intermediate,Kurunegala,student_2467@student.edu,3.39,remote_only,reading,job_search,casual,"English,Tamil",2
S2468,Student_2468,Female,NSBM,IT,3,Business IT,Lecturer,Advanced,Colombo,student_2468@student.edu,3.02,any,kinesthetic,job_search,casual,"English,Sinhala",3
S2469,Student_2469,Female,University of Colombo,IT,4,Business IT,Security Analyst,Intermediate,Galle,student_2469@student.edu,2.68,remote_only,visual,skill_development,formal,English,8
S2470,Student_2470,Female,SLIIT,Cybersecurity,3,Networking,Data Scientist,Beginner,Kandy,student_2470@student.edu,2.61,same_university,auditory,skill_development,casual,"English,Tamil",4
S2471,Student_2471,Male,University of Kelaniya,Data Science,4,Data Science,Data Scientist,Advanced,Kandy,student_2471@student.edu,3.07,any,kinesthetic,career_guidance,formal,"English,Sinhala",6
S2472,Student_2472,Female,University of Moratuwa,SE,1,Networking,Lecturer,Advanced,Kurunegala,student_2472@student.edu,2.6,same_university,reading,job_search,casual,"English,Sinhala",5
S2473,Student_2473,Female,University of Kelaniya,SE,4,Data Science,Lecturer,Intermediate,Kandy,student_2473@student.edu,3.93,same_city,auditory,skill_development,flexible,"English,Sinhala",1
S2474,Student_2474,Male,NSBM,CS,4,Software Engineering,Lecturer,Beginner,Kurunegala,student_2474@student.edu,3.11,same_university,reading,research_guidance,flexible,English,4
S2475,Student_2475,Male,IIT Sri Lanka,SE,2,Business IT,Data Scientist,Beginner,Gampaha,student_2475@student.edu,3.09,same_city,reading,job_search,formal,"English,Sinhala",7
S2476,Student_2476,Male,University of Colombo,Cybersecurity,2,Cybersecurity,Software Engineer,Beginner,Galle,student_2476@student.edu,3.36,same_city,auditory,job_search,structured,English,3
S2477,Student_2477,Female,NSBM,IT,2,Data Science,Lecturer,Beginner,Galle,student_2477@student.edu,3.68,remote_only,auditory,networking,structured,"English,Tamil",5
S2478,Student_2478,Female,SLIIT,SE,3,Cybersecurity,Data Scientist,Intermediate,Colombo,student_2478@student.edu,3.3,any,reading,job_search,casual,English,1
S2479,Student_2479,Female,IIT Sri Lanka,Data Science,3,Business IT,Security Analyst,Beginner,Kurunegala,student_2479@student.edu,3.96,same_university,auditory,research_guidance,casual,English,1
S2480,Student_2480,Female,University of Kelaniya,Data Science,1,AI/ML,Software Engineer,Beginner,Kurunegala,student_2480@student.edu,2.74,remote_only,visual,skill_development,structured,English,2
S2481,Student_2481,Male,University of Kelaniya,SE,3,AI/ML,Data Scientist,Advanced,Galle,student_2481@student.edu,2.88,same_city,kinesthetic,skill_development,casual,"English,Sinhala",3
S2482,Student_2482,Male,University of Kelaniya,CS,3,AI/ML,Software Engineer,Intermediate,Kurunegala,student_2482@student.edu,3.75,same_city,kinesthetic,skill_development,flexible,"English,Sinhala",1
S2483,Student_2483,Female,University of Moratuwa,CS,3,Networking,Software Engineer,Advanced,Colombo,student_2483@student.edu,3.19,any,kinesthetic,research_guidance,formal,"English,Sinhala",3
S2484,Student_2484,Male,IIT Sri Lanka,Data Science,3,Data Science,Lecturer,Beginner,Kurunegala,student_2484@student.edu,3.41,any,kinesthetic,skill_development,structured,"English,Sinhala",6
S2485,Student_2485,Male,University of Peradeniya,CS,3,Cybersecurity,Security Analyst,Intermediate,Galle,student_2485@student.edu,2.56,same_university,reading,career_guidance,casual,"English,Tamil",1
S2486,Student_2486,Female,SLIIT,IT,2,Software Engineering,Data Scientist,Intermediate,Colombo,student_2486@student.edu,3.9,same_city,visual,skill_development,structured,English,7
S2487,Student_2487,Female,IIT Sri Lanka,SE,3,Software Engineering,Lecturer,Intermediate,Gampaha,student_2487@student.edu,3.63,remote_only,visual,job_search,formal,"English,Tamil",6
S2488,Student_2488,Male,University of Colombo,CS,3,Software Engineering,Data Scientist,Intermediate,Kurunegala,student_2488@student.edu,3.16,remote_only,visual,skill_development,casual,"English,Tamil",9
S2489,Student_2489,Female,IIT Sri Lanka,Data Science,2,Business IT,Software Engineer,Advanced,Gampaha,student_2489@student.edu,3.95,any,kinesthetic,job_search,structured,"English,Sinhala",9
S2490,Student_2490,Female,University of Colombo,SE,2,Networking,Lecturer,Advanced,Colombo,student_2490@student.edu,2.56,same_university,reading,networking,structured,English,6
S2491,Student_2491,Female,University of Moratuwa,Data Science,3,Software Engineering,Software Engineer,Intermediate,Colombo,student_2491@student.edu,2.69,same_city,visual,career_guidance,structured,"English,Tamil",6
S2492,Student_2492,Male,University of Peradeniya,Data Science,2,AI/ML,Software Engineer,Intermediate,Kurunegala,student_2492@student.edu,3.75,any,kinesthetic,skill_development,formal,"English,Sinhala",7
S2493,Student_2493,Female,IIT Sri Lanka,SE,1,Data Science,Lecturer,Intermediate,Gampaha,student_2493@student.edu,3.52,any,auditory,job_search,flexible,"English,Sinhala",8
S2494,Student_2494,Female,University of Peradeniya,Data Science,2,Networking,Data Scientist,Intermediate,Galle,student_2494@student.edu,3.76,same_city,auditory,skill_development,structured,English,2
S2495,Student_2495,Male,University of Colombo,IT,2,AI/ML,Software Engineer,Advanced,Kurunegala,student_2495@student.edu,2.76,remote_only,reading,research_guidance,flexible,"English,Sinhala",5
S2496,Student_2496,Female,University of Kelaniya,Cybersecurity,3,AI/ML,Lecturer,Advanced,Gampaha,student_2496@student.edu,2.58,same_city,auditory,research_guidance,formal,English,5
S2497,Student_2497,Female,University of Moratuwa,IT,4,Business IT,Lecturer,Intermediate,Gampaha,student_2497@student.edu,3.13,same_university,auditory,job_search,formal,"English,Tamil",1
S2498,Student_2498,Male,University of Peradeniya,CS,1,Software Engineering,Data Scientist,Beginner,Kurunegala,student_2498@student.edu,3.39,same_city,reading,job_search,formal,"English,Tamil",8
S2499,Student_2499,Male,University of Colombo,CS,1,Data Science,Lecturer,Beginner,Colombo,student_2499@student.edu,3.06,any,kinesthetic,job_search,flexible,"English,Tamil",4
S2500,Student_2500,Male,SLIIT,IT,2,Business IT,Data Scientist,Advanced,Galle,student_2500@student.edu,2.66,same_university,reading,job_search,casual,English,2
S2501,Student_2501,Female,IIT Sri Lanka,Data Science,2,Software Engineering,Lecturer,Advanced,Gampaha,student_2501@student.edu,3.3,remote_only,kinesthetic,research_guidance,casual,"English,Tamil",3
S2502,Student_2502,Female,University of Moratuwa,Cybersecurity,1,Networking,Security Analyst,Intermediate,Colombo,student_2502@student.edu,3.89,same_university,reading,skill_development,casual,"English,Sinhala",2
S2503,Student_2503,Female,NSBM,IT,2,Cybersecurity,Data Scientist,Advanced,Galle,student_2503@student.edu,3.94,same_city,reading,networking,structured,"English,Sinhala",1
S2504,Student_2504,Female,University of Moratuwa,SE,4,Networking,Data Scientist,Intermediate,Gampaha,student_2504@student.edu,2.99,remote_only,kinesthetic,career_guidance,flexible,"English,Tamil",8
S2505,Student_2505,Female,University of Peradeniya,IT,4,Data Science,Data Scientist,Intermediate,Gampaha,student_2505@student.edu,3.22,remote_only,auditory,skill_development,casual,"English,Tamil",6
S2506,Student_2506,Female,University of Moratuwa,IT,4,Networking,Software Engineer,Beginner,Kurunegala,student_2506@student.edu,2.62,remote_only,kinesthetic,career_guidance,flexible,"English,Tamil",5
S2507,Student_2507,Male,NSBM,CS,4,Networking,Lecturer,Intermediate,Colombo,student_2507@student.edu,3.38,any,kinesthetic,research_guidance,structured,"English,Sinhala",4
S2508,Student_2508,Female,University of Peradeniya,CS,1,Software Engineering,Software Engineer,Beginner,Galle,student_2508@student.edu,2.85,remote_only,visual,research_guidance,formal,English,6
S2509,Student_2509,Female,University of Peradeniya,SE,2,Software Engineering,Software Engineer,Beginner,Gampaha,student_2509@student.edu,3.05,remote_only,kinesthetic,job_search,casual,"English,Sinhala",4
S2510,Student_2510,Female,NSBM,Data Science,2,Business IT,Data Scientist,Advanced,Gampaha,student_2510@student.edu,2.68,same_university,auditory,networking,formal,English,6
S2511,Student_2511,Male,SLIIT,SE,2,Networking,Data Scientist,Advanced,Colombo,student_2511@student.edu,3.3,same_university,auditory,career_guidance,structured,English,9
S2512,Student_2512,Male,University of Moratuwa,Data Science,2,AI/ML,Lecturer,Beginner,Kandy,student_2512@student.edu,2.66,any,visual,job_search,structured,"English,Tamil",4
S2513,Student_2513,Male,University of Peradeniya,Cybersecurity,4,AI/ML,Lecturer,Intermediate,Colombo,student_2513@student.edu,3.26,same_city,kinesthetic,skill_development,casual,English,9
S2514,Student_2514,Male,NSBM,Data Science,1,Business IT,Security Analyst,Beginner,Kandy,student_2514@student.edu,3.0,any,auditory,career_guidance,formal,"English,Tamil",9
S2515,Student_2515,Female,IIT Sri Lanka,SE,3,Software Engineering,Security Analyst,Advanced,Gampaha,student_2515@student.edu,3.95,any,reading,research_guidance,formal,"English,Sinhala",5
S2516,Student_2516,Male,University of Kelaniya,IT,4,AI/ML,Software Engineer,Beginner,Gampaha,student_2516@student.edu,2.59,any,reading,career_guidance,casual,"English,Tamil",8
S2517,Student_2517,Female,IIT Sri Lanka,Data Science,3,AI/ML,Software Engineer,Beginner,Kurunegala,student_2517@student.edu,2.84,any,reading,career_guidance,formal,"English,Tamil",5
S2518,Student_2518,Female,IIT Sri Lanka,IT,3,Business IT,Data Scientist,Advanced,Colombo,student_2518@student.edu,3.06,any,reading,job_search,structured,English,3
S2519,Student_2519,Female,IIT Sri Lanka,CS,4,Cybersecurity,Security Analyst,Intermediate,Kandy,student_2519@student.edu,2.94,remote_only,visual,skill_development,structured,"English,Tamil",5
S2520,Student_2520,Male,University of Moratuwa,IT,1,Networking,Data Scientist,Intermediate,Colombo,student_2520@student.edu,2.78,same_city,kinesthetic,skill_development,flexible,"English,Tamil",1
S2521,Student_2521,Male,University of Moratuwa,SE,4,Business IT,Security Analyst,Beginner,Kandy,student_2521@student.edu,3.4,remote_only,reading,career_guidance,structured,"English,Sinhala",8
S2522,Student_2522,Female,University of Kelaniya,Data Science,4,Business IT,Lecturer,Beginner,Colombo,student_2522@student.edu,2.84,remote_only,visual,skill_development,structured,"English,Tamil",8
S2523,Student_2523,Female,SLIIT,SE,1,AI/ML,Lecturer,Beginner,Colombo,student_2523@student.edu,3.2,same_university,auditory,skill_development,formal,"English,Tamil",8
S2524,Student_2524,Female,IIT Sri Lanka,SE,2,AI/ML,Data Scientist,Beginner,Kandy,student_2524@student.edu,3.13,remote_only,auditory,research_guidance,structured,English,6
S2525,Student_2525,Female,University of Colombo,Cybersecurity,3,Business IT,Data Scientist,Intermediate,Galle,student_2525@student.edu,3.32,any,auditory,research_guidance,formal,"English,Sinhala",1
S2526,Student_2526,Female,University of Kelaniya,SE,2,AI/ML,Data Scientist,Intermediate,Colombo,student_2526@student.edu,2.86,remote_only,auditory,job_search,structured,English,6
S2527,Student_2527,Male,University of Peradeniya,SE,1,Software Engineering,Security Analyst,Intermediate,Galle,student_2527@student.edu,2.56,same_university,kinesthetic,research_guidance,flexible,"English,Tamil",5
S2528,Student_2528,Male,University of Moratuwa,CS,3,Networking,Security Analyst,Intermediate,Gampaha,student_2528@student.edu,2.96,same_university,kinesthetic,networking,flexible,"English,Sinhala",3
S2529,Student_2529,Female,University of Kelaniya,Cybersecurity,3,Data Science,Data Scientist,Beginner,Kandy,student_2529@student.edu,3.52,remote_only,reading,networking,structured,"English,Sinhala",2
S2530,Student_2530,Female,University of Peradeniya,Cybersecurity,3,Data Science,Software Engineer,Beginner,Colombo,student_2530@student.edu,2.53,same_city,auditory,research_guidance,casual,English,4
S2531,Student_2531,Male,University of Peradeniya,CS,1,Business IT,Security Analyst,Beginner,Gampaha,student_2531@student.edu,2.79,any,visual,research_guidance,flexible,English,7
S2532,Student_2532,Female,IIT Sri Lanka,Data Science,3,Networking,Data Scientist,Advanced,Kandy,student_2532@student.edu,3.05,same_city,auditory,skill_development,structured,"English,Tamil",4
S2533,Student_2533,Female,University of Kelaniya,IT,1,Software Engineering,Software Engineer,Beginner,Colombo,student_2533@student.edu,2.6,same_city,visual,networking,casual,English,5
S2534,Student_2534,Female,University of Peradeniya,SE,3,Software Engineering,Lecturer,Beginner,Kandy,student_2534@student.edu,3.96,any,visual,research_guidance,casual,"English,Sinhala",7
S2535,Student_2535,Male,University of Kelaniya,Cybersecurity,1,Networking,Lecturer,Intermediate,Kandy,student_2535@student.edu,2.84,same_city,reading,skill_development,flexible,"English,Sinhala",8
S2536,Student_2536,Female,University of Peradeniya,Data Science,1,Business IT,Software Engineer,Beginner,Kandy,student_2536@student.edu,2.75,remote_only,auditory,networking,flexible,"English,Sinhala",7
S2537,Student_2537,Male,NSBM,SE,4,Software Engineering,Software Engineer,Advanced,Galle,student_2537@student.edu,2.73,any,reading,research_guidance,casual,"English,Tamil",3
S2538,Student_2538,Male,University of Kelaniya,CS,3,AI/ML,Data Scientist,Advanced,Kurunegala,student_2538@student.edu,2.66,remote_only,auditory,research_guidance,structured,English,8
S2539,Student_2539,Female,University of Moratuwa,Cybersecurity,4,Networking,Security Analyst,Intermediate,Gampaha,student_2539@student.edu,3.07,any,visual,career_guidance,casual,"English,Tamil",9
S2540,Student_2540,Male,SLIIT,SE,1,Cybersecurity,Data Scientist,Beginner,Gampaha,student_2540@student.edu,2.96,same_university,kinesthetic,networking,flexible,"English,Sinhala",4
S2541,Student_2541,Female,University of Colombo,IT,1,AI/ML,Data Scientist,Intermediate,Gampaha,student_2541@student.edu,2.82,any,reading,networking,casual,"English,Sinhala",9
S2542,Student_2542,Female,University of Peradeniya,CS,3,Data Science,Lecturer,Beginner,Gampaha,student_2542@student.edu,2.78,same_city,auditory,networking,formal,"English,Sinhala",2
S2543,Student_2543,Female,University of Peradeniya,CS,2,Business IT,Lecturer,Beginner,Colombo,student_2543@student.edu,3.6,same_city,auditory,job_search,structured,"English,Sinhala",9
S2544,Student_2544,Male,University of Colombo,IT,2,Business IT,Lecturer,Intermediate,Kandy,student_2544@student.edu,3.65,same_university,reading,research_guidance,formal,"English,Tamil",2
S2545,Student_2545,Female,University of Peradeniya,Cybersecurity,2,Software Engineering,Lecturer,Advanced,Galle,student_2545@student.edu,2.69,same_university,reading,research_guidance,structured,"English,Sinhala",6
S2546,Student_2546,Male,IIT Sri Lanka,SE,4,Business IT,Data Scientist,Advanced,Gampaha,student_2546@student.edu,2.96,remote_only,visual,research_guidance,flexible,English,1
S2547,Student_2547,Male,University of Peradeniya,SE,2,Software Engineering,Software Engineer,Beginner,Gampaha,student_2547@student.edu,3.02,same_city,auditory,career_guidance,structured,"English,Sinhala",6
S2548,Student_2548,Male,SLIIT,SE,3,Cybersecurity,Software Engineer,Intermediate,Kandy,student_2548@student.edu,3.94,same_city,reading,networking,flexible,"English,Tamil",4
S2549,Student_2549,Male,University of Peradeniya,SE,3,Business IT,Lecturer,Intermediate,Galle,student_2549@student.edu,3.15,same_university,kinesthetic,career_guidance,casual,"English,Sinhala",8
S2550,Student_2550,Female,University of Moratuwa,IT,2,Business IT,Software Engineer,Intermediate,Kurunegala,student_2550@student.edu,3.23,same_city,visual,networking,flexible,"English,Sinhala",8
S2551,Student_2551,Female,University of Moratuwa,CS,4,Data Science,Software Engineer,Beginner,Colombo,student_2551@student.edu,3.26,same_university,kinesthetic,networking,formal,English,1
S2552,Student_2552,Female,University of Kelaniya,Cybersecurity,4,Networking,Security Analyst,Beginner,Colombo,student_2552@student.edu,2.6,remote_only,auditory,skill_development,formal,"English,Tamil",4
S2553,Student_2553,Male,University of Peradeniya,SE,1,Business IT,Security Analyst,Beginner,Galle,student_2553@student.edu,3.75,same_university,visual,skill_development,casual,English,8
S2554,Student_2554,Female,SLIIT,SE,4,Data Science,Data Scientist,Advanced,Kurunegala,student_2554@student.edu,3.29,remote_only,visual,career_guidance,flexible,"English,Tamil",1
S2555,Student_2555,Male,University of Peradeniya,IT,1,Data Science,Security Analyst,Beginner,Kandy,student_2555@student.edu,2.73,same_city,auditory,skill_development,casual,"English,Tamil",1
S2556,Student_2556,Male,University of Colombo,Cybersecurity,4,Business IT,Software Engineer,Beginner,Gampaha,student_2556@student.edu,2.56,same_city,auditory,research_guidance,structured,English,9
S2557,Student_2557,Female,University of Moratuwa,IT,1,Networking,Security Analyst,Beginner,Colombo,student_2557@student.edu,3.51,remote_only,reading,career_guidance,casual,English,3
S2558,Student_2558,Female,University of Kelaniya,Data Science,3,Business IT,Software Engineer,Advanced,Galle,student_2558@student.edu,2.89,any,reading,career_guidance,structured,English,2
S2559,Student_2559,Male,University of Peradeniya,IT,1,Networking,Security Analyst,Intermediate,Gampaha,student_2559@student.edu,2.82,same_university,reading,career_guidance,structured,"English,Sinhala",1
S2560,Student_2560,Male,SLIIT,Cybersecurity,1,Software Engineering,Data Scientist,Intermediate,Galle,student_2560@student.edu,3.91,remote_only,auditory,research_guidance,casual,English,8
S2561,Student_2561,Female,University of Kelaniya,SE,4,Cybersecurity,Data Scientist,Intermediate,Kandy,student_2561@student.edu,2.82,same_city,reading,research_guidance,flexible,"English,Sinhala",3
S2562,Student_2562,Female,NSBM,Data Science,3,AI/ML,Security Analyst,Beginner,Colombo,student_2562@student.edu,3.78,any,auditory,networking,formal,"English,Sinhala",7
S2563,Student_2563,Male,University of Kelaniya,IT,1,Cybersecurity,Security Analyst,Beginner,Colombo,student_2563@student.edu,3.68,same_university,kinesthetic,networking,formal,"English,Sinhala",9
S2564,Student_2564,Male,University of Peradeniya,Data Science,2,Networking,Lecturer,Advanced,Kurunegala,student_2564@student.edu,3.09,same_university,auditory,research_guidance,casual,English,6
S2565,Student_2565,Male,IIT Sri Lanka,SE,3,Software Engineering,Software Engineer,Intermediate,Gampaha,student_2565@student.edu,2.74,remote_only,auditory,skill_development,structured,"English,Tamil",2
S2566,Student_2566,Female,University of Moratuwa,Data Science,2,Software Engineering,Data Scientist,Advanced,Galle,student_2566@student.edu,3.45,same_university,kinesthetic,career_guidance,flexible,English,4
S2567,Student_2567,Female,SLIIT,IT,2,Cybersecurity,Software Engineer,Advanced,Gampaha,student_2567@student.edu,3.85,same_university,auditory,networking,casual,English,6
S2568,Student_2568,Male,University of Kelaniya,Cybersecurity,1,Data Science,Security Analyst,Advanced,Kandy,student_2568@student.edu,2.53,any,kinesthetic,networking,casual,"English,Tamil",1
S2569,Student_2569,Female,University of Moratuwa,CS,4,Business IT,Software Engineer,Intermediate,Colombo,student_2569@student.edu,2.61,any,kinesthetic,career_guidance,flexible,"English,Tamil",9
S2570,Student_2570,Female,University of Moratuwa,Data Science,4,Networking,Security Analyst,Advanced,Kandy,student_2570@student.edu,3.85,same_city,visual,networking,structured,"English,Tamil",4
S2571,Student_2571,Male,NSBM,CS,2,AI/ML,Lecturer,Beginner,Galle,student_2571@student.edu,2.77,same_city,auditory,job_search,flexible,"English,Sinhala",7
S2572,Student_2572,Male,University of Peradeniya,IT,4,AI/ML,Security Analyst,Beginner,Kandy,student_2572@student.edu,2.89,any,reading,job_search,flexible,"English,Sinhala",6
S2573,Student_2573,Male,University of Kelaniya,SE,4,Business IT,Lecturer,Advanced,Kurunegala,student_2573@student.edu,2.86,same_city,auditory,research_guidance,casual,English,7
S2574,Student_2574,Male,NSBM,Cybersecurity,2,Software Engineering,Lecturer,Intermediate,Kurunegala,student_2574@student.edu,2.84,same_city,reading,career_guidance,casual,"English,Sinhala",9
S2575,Student_2575,Male,IIT Sri Lanka,CS,3,Networking,Data Scientist,Intermediate,Galle,student_2575@student.edu,3.07,same_city,reading,research_guidance,structured,"English,Sinhala",8
S2576,Student_2576,Female,NSBM,Data Science,4,Software Engineering,Software Engineer,Intermediate,Kurunegala,student_2576@student.edu,3.81,remote_only,auditory,job_search,casual,"English,Sinhala",1
S2577,Student_2577,Male,SLIIT,IT,2,Data Science,Lecturer,Intermediate,Gampaha,student_2577@student.edu,3.32,same_university,kinesthetic,networking,flexible,English,1
S2578,Student_2578,Female,University of Peradeniya,Data Science,3,AI/ML,Security Analyst,Beginner,Kurunegala,student_2578@student.edu,3.27,remote_only,auditory,networking,formal,"English,Tamil",6
S2579,Student_2579,Male,University of Kelaniya,CS,1,Cybersecurity,Lecturer,Advanced,Kurunegala,student_2579@student.edu,2.53,same_city,auditory,career_guidance,formal,"English,Sinhala",1
S2580,Student_2580,Male,University of Moratuwa,IT,1,Data Science,Lecturer,Intermediate,Gampaha,student_2580@student.edu,3.19,same_city,auditory,research_guidance,structured,English,9
S2581,Student_2581,Female,University of Colombo,Data Science,2,Business IT,Software Engineer,Intermediate,Kurunegala,student_2581@student.edu,3.26,any,reading,career_guidance,formal,English,3
S2582,Student_2582,Male,University of Colombo,CS,4,Business IT,Data Scientist,Advanced,Gampaha,student_2582@student.edu,3.1,remote_only,auditory,research_guidance,casual,"English,Tamil",6
S2583,Student_2583,Female,University of Moratuwa,CS,3,AI/ML,Lecturer,Advanced,Gampaha,student_2583@student.edu,3.21,any,auditory,job_search,casual,"English,Sinhala",2
S2584,Student_2584,Male,NSBM,CS,3,Networking,Data Scientist,Beginner,Kurunegala,student_2584@student.edu,2.92,remote_only,visual,skill_development,flexible,"English,Sinhala",6
S2585,Student_2585,Female,SLIIT,Data Science,2,Cybersecurity,Data Scientist,Beginner,Kandy,student_2585@student.edu,2.92,same_city,reading,career_guidance,casual,"English,Tamil",6
S2586,Student_2586,Female,University of Peradeniya,IT,3,Business IT,Lecturer,Intermediate,Kandy,student_2586@student.edu,3.56,remote_only,kinesthetic,skill_development,casual,"English,Sinhala",5
S2587,Student_2587,Female,University of Moratuwa,Data Science,2,Cybersecurity,Lecturer,Beginner,Colombo,student_2587@student.edu,3.44,any,auditory,career_guidance,formal,English,3
