mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
M4118,Mentor_4118,Male,IIT Sri Lanka,Consultant,Networking,6,"Java,Cybersecurity,Machine Learning",Gampaha,83.0,94.0,Gold,mentor_4118@university.edu,https://linkedin.com/in/mentor_4118,12,flexible,English,85.56,0.73,4.47,,,,
M4119,Mentor_4119,Female,IIT Sri Lanka,Data Scientist,Business IT,18,"Cybersecurity,Machine Learning,Cloud Computing",Galle,64.0,88.0,Silver,mentor_4119@university.edu,https://linkedin.com/in/mentor_4119,15,structured,"English,Sinhala",85.47,0.86,4.01,,,,
M4120,Mentor_4120,Female,SLIIT,Software Engineer,AI/ML,20,"Data Analysis,Machine Learning,Python",Gampaha,68.0,58.0,Silver,mentor_4120@university.edu,https://linkedin.com/in/mentor_4120,6,flexible,"English,Tamil",64.19,0.83,4.16,,,,
M4121,Mentor_4121,Female,University of Moratuwa,Data Scientist,Business IT,18,"Cybersecurity,Cloud Computing,Python",Kurunegala,87.0,85.0,Gold,mentor_4121@university.edu,https://linkedin.com/in/mentor_4121,2,casual,English,91.55,0.99,4.42,,,,
M4122,Mentor_4122,Female,University of Colombo,Data Scientist,Data Science,9,"Python,Cybersecurity,Machine Learning",Gampaha,67.0,62.0,Bronze,mentor_4122@university.edu,https://linkedin.com/in/mentor_4122,2,formal,"English,Sinhala",89.28,0.73,4.44,,,,
M4123,Mentor_4123,Female,University of Peradeniya,Lecturer,Software Engineering,13,"Java,Machine Learning,Data Analysis",Gampaha,75.0,87.0,Bronze,mentor_4123@university.edu,https://linkedin.com/in/mentor_4123,16,flexible,"English,Sinhala",61.37,0.86,3.68,,,,
M4124,Mentor_4124,Female,University of Kelaniya,Consultant,AI/ML,20,"Java,Cloud Computing,Cybersecurity",Galle,62.0,67.0,Gold,mentor_4124@university.edu,https://linkedin.com/in/mentor_4124,6,casual,"English,Tamil",92.66,0.89,4.91,,,,
M4125,Mentor_4125,Male,NSBM,Consultant,Business IT,5,"Java,Python,Machine Learning",Galle,59.0,74.0,Silver,mentor_4125@university.edu,https://linkedin.com/in/mentor_4125,3,flexible,"English,Tamil",64.42,0.78,4.06,,,,
M4126,Mentor_4126,Female,NSBM,Software Engineer,Networking,20,"Data Analysis,Java,Python",Colombo,63.0,80.0,Bronze,mentor_4126@university.edu,https://linkedin.com/in/mentor_4126,17,casual,"English,Tamil",90.56,0.92,3.97,,,,
M4127,Mentor_4127,Male,University of Kelaniya,Lecturer,Cybersecurity,7,"Cybersecurity,Machine Learning,Data Analysis",Kandy,79.0,62.0,Bronze,mentor_4127@university.edu,https://linkedin.com/in/mentor_4127,19,flexible,"English,Sinhala",93.89,0.7,4.38,,,,
M4128,Mentor_4128,Male,IIT Sri Lanka,Software Engineer,Data Science,17,"Data Analysis,Cybersecurity,Python",Galle,58.0,56.0,Bronze,mentor_4128@university.edu,https://linkedin.com/in/mentor_4128,3,structured,"English,Sinhala",66.54,0.97,4.6,,,,
M4129,Mentor_4129,Male,SLIIT,Consultant,Networking,8,"Machine Learning,Cybersecurity,Cloud Computing",Kurunegala,96.0,75.0,Gold,mentor_4129@university.edu,https://linkedin.com/in/mentor_4129,5,structured,"English,Tamil",74.71,0.92,4.54,,,,
M4130,Mentor_4130,Male,University of Moratuwa,Software Engineer,Cybersecurity,8,"Cloud Computing,Cybersecurity,Data Analysis",Colombo,83.0,76.0,Bronze,mentor_4130@university.edu,https://linkedin.com/in/mentor_4130,10,casual,"English,Sinhala",70.03,0.94,4.53,,,,
M4131,Mentor_4131,Male,SLIIT,Lecturer,Software Engineering,12,"Data Analysis,Python,Java",Gampaha,94.0,85.0,Silver,mentor_4131@university.edu,https://linkedin.com/in/mentor_4131,8,flexible,English,89.93,0.92,3.61,,,,
M4132,Mentor_4132,Female,University of Peradeniya,Consultant,Business IT,6,"Cybersecurity,Machine Learning,Python",Galle,86.0,77.0,Bronze,mentor_4132@university.edu,https://linkedin.com/in/mentor_4132,5,structured,"English,Sinhala",79.34,0.71,4.88,,,,
M4133,Mentor_4133,Male,SLIIT,Lecturer,Cybersecurity,10,"Cybersecurity,Cloud Computing,Java",Kurunegala,73.0,56.0,Silver,mentor_4133@university.edu,https://linkedin.com/in/mentor_4133,5,casual,English,90.16,0.72,4.59,,,,
M4134,Mentor_4134,Female,SLIIT,Consultant,AI/ML,15,"Python,Cybersecurity,Data Analysis",Gampaha,53.0,81.0,Gold,mentor_4134@university.edu,https://linkedin.com/in/mentor_4134,2,structured,English,90.46,0.79,3.5,,,,
M4135,Mentor_4135,Female,IIT Sri Lanka,Software Engineer,Cybersecurity,17,"Python,Cloud Computing,Cybersecurity",Gampaha,71.0,73.0,Silver,mentor_4135@university.edu,https://linkedin.com/in/mentor_4135,8,flexible,"English,Tamil",73.74,0.98,4.43,,,,
M4136,Mentor_4136,Male,NSBM,Software Engineer,AI/ML,14,"Data Analysis,Machine Learning,Python",Colombo,88.0,59.0,Gold,mentor_4136@university.edu,https://linkedin.com/in/mentor_4136,18,flexible,English,76.04,0.87,3.62,,,,
M4137,Mentor_4137,Female,SLIIT,Lecturer,Data Science,13,"Cloud Computing,Cybersecurity,Java",Gampaha,67.0,81.0,Silver,mentor_4137@university.edu,https://linkedin.com/in/mentor_4137,15,formal,"English,Tamil",91.07,0.73,4.72,,,,
M4138,Mentor_4138,Male,SLIIT,Lecturer,Networking,16,"Cloud Computing,Java,Python",Kandy,56.0,86.0,Gold,mentor_4138@university.edu,https://linkedin.com/in/mentor_4138,16,formal,English,70.21,0.89,4.88,,,,
M4139,Mentor_4139,Female,University of Peradeniya,Software Engineer,AI/ML,8,"Python,Data Analysis,Cybersecurity",Galle,86.0,89.0,Silver,mentor_4139@university.edu,https://linkedin.com/in/mentor_4139,18,formal,"English,Tamil",66.13,0.91,3.95,,,,
M4140,Mentor_4140,Female,University of Moratuwa,Software Engineer,Software Engineering,2,"Cloud Computing,Data Analysis,Machine Learning",Galle,62.0,87.0,Silver,mentor_4140@university.edu,https://linkedin.com/in/mentor_4140,4,flexible,"English,Sinhala",60.33,0.79,4.59,,,,
M4141,Mentor_4141,Male,University of Moratuwa,Data Scientist,Cybersecurity,9,"Cybersecurity,Machine Learning,Python",Kurunegala,87.0,66.0,Gold,mentor_4141@university.edu,https://linkedin.com/in/mentor_4141,5,structured,"English,Sinhala",77.95,0.98,3.61,,,,
M4142,Mentor_4142,Male,University of Peradeniya,Lecturer,Cybersecurity,17,"Machine Learning,Python,Cloud Computing",Gampaha,86.0,59.0,Silver,mentor_4142@university.edu,https://linkedin.com/in/mentor_4142,18,casual,English,78.74,0.89,4.84,,,,
M4143,Mentor_4143,Female,NSBM,Software Engineer,Cybersecurity,15,"Data Analysis,Java,Machine Learning",Kandy,96.0,99.0,Gold,mentor_4143@university.edu,https://linkedin.com/in/mentor_4143,15,structured,English,71.03,0.9,4.59,,,,
M4144,Mentor_4144,Female,SLIIT,Lecturer,Business IT,12,"Data Analysis,Java,Python",Kandy,97.0,82.0,Gold,mentor_4144@university.edu,https://linkedin.com/in/mentor_4144,9,casual,"English,Tamil",65.21,0.91,4.06,,,,
M4145,Mentor_4145,Male,University of Peradeniya,Consultant,Networking,19,"Machine Learning,Python,Java",Kandy,50.0,53.0,Bronze,mentor_4145@university.edu,https://linkedin.com/in/mentor_4145,10,flexible,English,91.55,0.92,4.85,,,,
M4146,Mentor_4146,Female,University of Peradeniya,Data Scientist,Networking,2,"Java,Cybersecurity,Python",Kurunegala,94.0,79.0,Bronze,mentor_4146@university.edu,https://linkedin.com/in/mentor_4146,8,structured,English,81.09,0.75,4.2,,,,
M4147,Mentor_4147,Male,University of Kelaniya,Data Scientist,Data Science,12,"Cloud Computing,Cybersecurity,Machine Learning",Colombo,90.0,75.0,Silver,mentor_4147@university.edu,https://linkedin.com/in/mentor_4147,11,casual,"English,Sinhala",74.33,0.85,4.84,,,,
M4148,Mentor_4148,Female,University of Kelaniya,Software Engineer,Software Engineering,11,"Cybersecurity,Python,Data Analysis",Gampaha,52.0,69.0,Gold,mentor_4148@university.edu,https://linkedin.com/in/mentor_4148,19,casual,"English,Tamil",74.16,0.79,4.5,,,,
M4149,Mentor_4149,Female,SLIIT,Software Engineer,Software Engineering,4,"Machine Learning,Java,Cloud Computing",Gampaha,93.0,62.0,Bronze,mentor_4149@university.edu,https://linkedin.com/in/mentor_4149,18,flexible,"English,Sinhala",63.29,0.88,4.19,,,,
M4150,Mentor_4150,Male,University of Colombo,Software Engineer,AI/ML,3,"Cloud Computing,Machine Learning,Cybersecurity",Kurunegala,67.0,77.0,Bronze,mentor_4150@university.edu,https://linkedin.com/in/mentor_4150,8,structured,"English,Sinhala",87.48,0.92,4.28,,,,
M4151,Mentor_4151,Female,NSBM,Lecturer,Data Science,7,"Machine Learning,Java,Data Analysis",Kandy,91.0,54.0,Bronze,mentor_4151@university.edu,https://linkedin.com/in/mentor_4151,17,formal,"English,Sinhala",71.43,0.74,4.78,,,,
M4152,Mentor_4152,Male,University of Kelaniya,Lecturer,AI/ML,10,"Data Analysis,Java,Machine Learning",Kurunegala,50.0,60.0,Gold,mentor_4152@university.edu,https://linkedin.com/in/mentor_4152,9,casual,"English,Sinhala",90.88,0.75,4.96,,,,
M4153,Mentor_4153,Male,IIT Sri Lanka,Software Engineer,AI/ML,9,"Cloud Computing,Python,Cybersecurity",Kurunegala,56.0,58.0,Silver,mentor_4153@university.edu,https://linkedin.com/in/mentor_4153,2,formal,"English,Sinhala",85.78,0.99,3.75,,,,
M4154,Mentor_4154,Female,University of Peradeniya,Lecturer,Software Engineering,13,"Java,Machine Learning,Python",Gampaha,80.0,96.0,Gold,mentor_4154@university.edu,https://linkedin.com/in/mentor_4154,8,casual,"English,Sinhala",87.2,0.83,3.69,,,,
M4155,Mentor_4155,Male,IIT Sri Lanka,Data Scientist,AI/ML,19,"Cloud Computing,Python,Java",Gampaha,97.0,76.0,Silver,mentor_4155@university.edu,https://linkedin.com/in/mentor_4155,14,formal,English,83.47,0.78,4.8,,,,
M4156,Mentor_4156,Male,IIT Sri Lanka,Data Scientist,Software Engineering,2,"Machine Learning,Python,Cybersecurity",Kurunegala,67.0,67.0,Bronze,mentor_4156@university.edu,https://linkedin.com/in/mentor_4156,4,structured,"English,Tamil",63.42,0.8,3.8,,,,
M4157,Mentor_4157,Female,University of Peradeniya,Software Engineer,Networking,5,"Data Analysis,Cloud Computing,Python",Colombo,91.0,79.0,Gold,mentor_4157@university.edu,https://linkedin.com/in/mentor_4157,6,flexible,English,70.73,0.73,3.94,,,,
M4158,Mentor_4158,Male,NSBM,Data Scientist,Networking,16,"Machine Learning,Cloud Computing,Java",Kurunegala,53.0,84.0,Silver,mentor_4158@university.edu,https://linkedin.com/in/mentor_4158,11,flexible,"English,Tamil",94.24,1.0,4.91,,,,
M4159,Mentor_4159,Male,University of Colombo,Lecturer,AI/ML,5,"Python,Data Analysis,Machine Learning",Galle,70.0,67.0,Silver,mentor_4159@university.edu,https://linkedin.com/in/mentor_4159,11,formal,"English,Tamil",62.2,0.74,3.97,,,,
M4160,Mentor_4160,Male,University of Colombo,Software Engineer,Cybersecurity,9,"Cybersecurity,Python,Machine Learning",Kurunegala,97.0,85.0,Silver,mentor_4160@university.edu,https://linkedin.com/in/mentor_4160,9,structured,English,83.55,0.78,3.75,,,,
M4161,Mentor_4161,Female,University of Kelaniya,Lecturer,Cybersecurity,16,"Machine Learning,Java,Data Analysis",Galle,51.0,83.0,Bronze,mentor_4161@university.edu,https://linkedin.com/in/mentor_4161,9,formal,"English,Sinhala",89.66,0.78,3.6,,,,
M4162,Mentor_4162,Male,IIT Sri Lanka,Software Engineer,Data Science,19,"Machine Learning,Java,Cloud Computing",Gampaha,53.0,94.0,Silver,mentor_4162@university.edu,https://linkedin.com/in/mentor_4162,5,formal,English,67.96,0.87,4.56,,,,
M4163,Mentor_4163,Male,University of Kelaniya,Consultant,Data Science,13,"Cybersecurity,Data Analysis,Cloud Computing",Galle,60.0,81.0,Bronze,mentor_4163@university.edu,https://linkedin.com/in/mentor_4163,10,casual,"English,Tamil",64.09,0.72,4.4,,,,
M4164,Mentor_4164,Male,University of Colombo,Lecturer,Data Science,17,"Machine Learning,Data Analysis,Cloud Computing",Kurunegala,72.0,84.0,Gold,mentor_4164@university.edu,https://linkedin.com/in/mentor_4164,18,formal,"English,Sinhala",67.68,0.76,4.71,,,,
M4165,Mentor_4165,Female,University of Moratuwa,Data Scientist,Networking,14,"Cloud Computing,Data Analysis,Python",Colombo,58.0,89.0,Bronze,mentor_4165@university.edu,https://linkedin.com/in/mentor_4165,2,casual,"English,Tamil",71.26,0.81,3.75,,,,
M4166,Mentor_4166,Female,University of Peradeniya,Consultant,Cybersecurity,16,"Machine Learning,Java,Cybersecurity",Colombo,99.0,85.0,Gold,mentor_4166@university.edu,https://linkedin.com/in/mentor_4166,18,formal,"English,Tamil",94.0,0.8,3.96,,,,
M4167,Mentor_4167,Female,University of Colombo,Data Scientist,Software Engineering,13,"Data Analysis,Cloud Computing,Cybersecurity",Kurunegala,98.0,60.0,Gold,mentor_4167@university.edu,https://linkedin.com/in/mentor_4167,10,structured,"English,Tamil",77.02,0.81,4.89,,,,
M4168,Mentor_4168,Female,University of Colombo,Lecturer,Data Science,16,"Machine Learning,Java,Cloud Computing",Gampaha,60.0,78.0,Bronze,mentor_4168@university.edu,https://linkedin.com/in/mentor_4168,17,formal,"English,Tamil",83.48,0.96,3.85,,,,
M4169,Mentor_4169,Female,University of Kelaniya,Lecturer,Cybersecurity,18,"Python,Cloud Computing,Java",Gampaha,62.0,64.0,Bronze,mentor_4169@university.edu,https://linkedin.com/in/mentor_4169,5,casual,"English,Tamil",83.86,0.88,3.56,,,,
M4170,Mentor_4170,Female,University of Colombo,Lecturer,Software Engineering,4,"Machine Learning,Java,Data Analysis",Galle,78.0,55.0,Silver,mentor_4170@university.edu,https://linkedin.com/in/mentor_4170,9,structured,English,67.66,0.75,4.6,,,,
M4171,Mentor_4171,Female,University of Kelaniya,Data Scientist,Business IT,3,"Data Analysis,Python,Cybersecurity",Galle,77.0,54.0,Bronze,mentor_4171@university.edu,https://linkedin.com/in/mentor_4171,19,flexible,"English,Tamil",86.08,0.88,4.47,,,,
M4172,Mentor_4172,Male,NSBM,Data Scientist,Data Science,16,"Java,Machine Learning,Data Analysis",Galle,91.0,76.0,Bronze,mentor_4172@university.edu,https://linkedin.com/in/mentor_4172,19,formal,English,93.3,0.78,3.54,,,,
M4173,Mentor_4173,Female,IIT Sri Lanka,Lecturer,Data Science,3,"Python,Data Analysis,Cloud Computing",Galle,70.0,78.0,Silver,mentor_4173@university.edu,https://linkedin.com/in/mentor_4173,7,casual,"English,Sinhala",68.41,0.83,3.99,,,,
M4174,Mentor_4174,Male,University of Moratuwa,Consultant,Cybersecurity,7,"Data Analysis,Java,Python",Kandy,95.0,53.0,Gold,mentor_4174@university.edu,https://linkedin.com/in/mentor_4174,13,casual,English,65.86,0.93,4.86,,,,
M4175,Mentor_4175,Male,University of Kelaniya,Software Engineer,Business IT,11,"Python,Cybersecurity,Java",Kurunegala,80.0,86.0,Silver,mentor_4175@university.edu,https://linkedin.com/in/mentor_4175,17,casual,"English,Sinhala",66.47,0.81,4.73,,,,
M4176,Mentor_4176,Male,NSBM,Lecturer,Business IT,20,"Java,Data Analysis,Cybersecurity",Gampaha,62.0,96.0,Silver,mentor_4176@university.edu,https://linkedin.com/in/mentor_4176,4,casual,"English,Sinhala",87.11,0.84,3.97,,,,
M4177,Mentor_4177,Female,SLIIT,Consultant,Networking,15,"Cybersecurity,Python,Data Analysis",Kurunegala,77.0,99.0,Silver,mentor_4177@university.edu,https://linkedin.com/in/mentor_4177,3,formal,English,75.38,0.77,4.87,,,,
M4178,Mentor_4178,Male,University of Kelaniya,Software Engineer,Software Engineering,7,"Cybersecurity,Python,Java",Galle,100.0,69.0,Bronze,mentor_4178@university.edu,https://linkedin.com/in/mentor_4178,18,formal,"English,Sinhala",75.26,0.72,3.88,,,,
M4179,Mentor_4179,Male,University of Kelaniya,Lecturer,Software Engineering,9,"Python,Cloud Computing,Data Analysis",Gampaha,54.0,56.0,Silver,mentor_4179@university.edu,https://linkedin.com/in/mentor_4179,6,formal,English,87.71,0.82,4.2,,,,
M4180,Mentor_4180,Male,University of Colombo,Lecturer,Data Science,20,"Data Analysis,Java,Machine Learning",Kandy,94.0,88.0,Gold,mentor_4180@university.edu,https://linkedin.com/in/mentor_4180,15,flexible,"English,Tamil",64.59,0.88,3.79,,,,
M4181,Mentor_4181,Male,University of Kelaniya,Consultant,Data Science,13,"Machine Learning,Cybersecurity,Java",Kurunegala,100.0,59.0,Silver,mentor_4181@university.edu,https://linkedin.com/in/mentor_4181,14,formal,"English,Tamil",82.15,0.91,4.82,,,,
M4182,Mentor_4182,Male,NSBM,Data Scientist,Cybersecurity,14,"Data Analysis,Cybersecurity,Cloud Computing",Colombo,66.0,71.0,Bronze,mentor_4182@university.edu,https://linkedin.com/in/mentor_4182,9,casual,English,73.97,0.84,3.56,,,,
M4183,Mentor_4183,Male,University of Kelaniya,Consultant,Business IT,13,"Cybersecurity,Machine Learning,Java",Galle,70.0,59.0,Bronze,mentor_4183@university.edu,https://linkedin.com/in/mentor_4183,16,formal,English,60.62,0.91,4.39,,,,
M4184,Mentor_4184,Male,IIT Sri Lanka,Consultant,Data Science,9,"Python,Data Analysis,Cloud Computing",Kurunegala,71.0,82.0,Silver,mentor_4184@university.edu,https://linkedin.com/in/mentor_4184,14,formal,"English,Tamil",88.38,0.71,4.19,,,,
M4185,Mentor_4185,Male,University of Moratuwa,Consultant,Data Science,6,"Machine Learning,Python,Cloud Computing",Colombo,76.0,78.0,Bronze,mentor_4185@university.edu,https://linkedin.com/in/mentor_4185,11,structured,"English,Sinhala",90.37,0.91,3.62,,,,
M4186,Mentor_4186,Male,University of Moratuwa,Data Scientist,AI/ML,18,"Data Analysis,Machine Learning,Python",Kurunegala,65.0,72.0,Gold,mentor_4186@university.edu,https://linkedin.com/in/mentor_4186,18,structured,English,88.4,0.92,4.17,,,,
M4187,Mentor_4187,Female,NSBM,Software Engineer,Networking,20,"Python,Cloud Computing,Java",Kandy,81.0,79.0,Bronze,mentor_4187@university.edu,https://linkedin.com/in/mentor_4187,18,structured,"English,Tamil",73.04,0.73,3.58,,,,
M4188,Mentor_4188,Female,University of Moratuwa,Software Engineer,AI/ML,14,"Data Analysis,Machine Learning,Cybersecurity",Kandy,94.0,51.0,Silver,mentor_4188@university.edu,https://linkedin.com/in/mentor_4188,9,flexible,"English,Tamil",88.93,0.8,3.57,,,,
M4189,Mentor_4189,Female,SLIIT,Data Scientist,Business IT,3,"Python,Machine Learning,Cybersecurity",Galle,90.0,87.0,Gold,mentor_4189@university.edu,https://linkedin.com/in/mentor_4189,10,formal,"English,Tamil",75.2,0.9,4.75,,,,
M4190,Mentor_4190,Male,IIT Sri Lanka,Data Scientist,Business IT,11,"Machine Learning,Python,Cybersecurity",Kurunegala,68.0,69.0,Bronze,mentor_4190@university.edu,https://linkedin.com/in/mentor_4190,18,structured,"English,Sinhala",65.05,0.71,4.18,,,,
M4191,Mentor_4191,Male,NSBM,Data Scientist,Cybersecurity,15,"Python,Cloud Computing,Data Analysis",Colombo,90.0,69.0,Silver,mentor_4191@university.edu,https://linkedin.com/in/mentor_4191,14,formal,"English,Sinhala",91.68,0.73,4.7,,,,
M4192,Mentor_4192,Male,University of Moratuwa,Software Engineer,Networking,12,"Java,Cybersecurity,Machine Learning",Kandy,65.0,58.0,Bronze,mentor_4192@university.edu,https://linkedin.com/in/mentor_4192,18,casual,"English,Sinhala",61.38,0.78,3.81,,,,
M4193,Mentor_4193,Female,University of Colombo,Lecturer,Cybersecurity,18,"Data Analysis,Java,Machine Learning",Gampaha,77.0,71.0,Silver,mentor_4193@university.edu,https://linkedin.com/in/mentor_4193,16,formal,"English,Sinhala",90.45,0.84,4.22,,,,
M4194,Mentor_4194,Female,University of Kelaniya,Data Scientist,Software Engineering,8,"Cybersecurity,Data Analysis,Java",Galle,58.0,55.0,Silver,mentor_4194@university.edu,https://linkedin.com/in/mentor_4194,6,formal,"English,Tamil",69.24,0.76,4.43,,,,
M4195,Mentor_4195,Male,University of Peradeniya,Consultant,Data Science,19,"Cybersecurity,Cloud Computing,Machine Learning",Kandy,63.0,76.0,Gold,mentor_4195@university.edu,https://linkedin.com/in/mentor_4195,9,structured,"English,Tamil",93.9,0.76,4.78,,,,
M4196,Mentor_4196,Male,University of Kelaniya,Consultant,Software Engineering,5,"Machine Learning,Cybersecurity,Python",Kurunegala,94.0,56.0,Bronze,mentor_4196@university.edu,https://linkedin.com/in/mentor_4196,19,formal,English,70.46,0.98,3.9,,,,
M4197,Mentor_4197,Male,SLIIT,Software Engineer,Software Engineering,8,"Data Analysis,Cloud Computing,Python",Galle,82.0,96.0,Gold,mentor_4197@university.edu,https://linkedin.com/in/mentor_4197,12,structured,"English,Tamil",67.33,0.77,4.21,,,,
M4198,Mentor_4198,Female,NSBM,Lecturer,Networking,14,"Java,Data Analysis,Cybersecurity",Colombo,70.0,83.0,Gold,mentor_4198@university.edu,https://linkedin.com/in/mentor_4198,18,casual,"English,Sinhala",68.18,0.95,4.63,,,,
M4199,Mentor_4199,Male,University of Kelaniya,Software Engineer,Cybersecurity,3,"Java,Machine Learning,Python",Kandy,95.0,98.0,Silver,mentor_4199@university.edu,https://linkedin.com/in/mentor_4199,5,casual,"English,Sinhala",70.23,0.88,3.63,,,,
M4200,Mentor_4200,Female,University of Moratuwa,Data Scientist,AI/ML,17,"Cloud Computing,Java,Data Analysis",Galle,97.0,87.0,Gold,mentor_4200@university.edu,https://linkedin.com/in/mentor_4200,10,casual,English,73.71,0.94,4.29,,,,
M4201,Mentor_4201,Male,IIT Sri Lanka,Software Engineer,Networking,16,"Java,Cybersecurity,Python",Kurunegala,98.0,63.0,Silver,mentor_4201@university.edu,https://linkedin.com/in/mentor_4201,19,formal,English,68.36,0.92,4.71,,,,
M4202,Mentor_4202,Female,University of Kelaniya,Lecturer,Business IT,8,"Machine Learning,Python,Java",Kurunegala,84.0,51.0,Bronze,mentor_4202@university.edu,https://linkedin.com/in/mentor_4202,12,structured,English,78.81,0.94,3.76,,,,
M4203,Mentor_4203,Female,IIT Sri Lanka,Consultant,Networking,7,"Python,Cybersecurity,Data Analysis",Colombo,86.0,67.0,Bronze,mentor_4203@university.edu,https://linkedin.com/in/mentor_4203,5,casual,"English,Sinhala",87.42,0.89,4.94,,,,
M4204,Mentor_4204,Male,NSBM,Software Engineer,Data Science,20,"Cloud Computing,Data Analysis,Machine Learning",Kandy,70.0,90.0,Bronze,mentor_4204@university.edu,https://linkedin.com/in/mentor_4204,11,flexible,"English,Tamil",66.35,0.92,4.41,,,,
M4205,Mentor_4205,Female,University of Colombo,Software Engineer,Software Engineering,15,"Cybersecurity,Data Analysis,Java",Kurunegala,73.0,57.0,Bronze,mentor_4205@university.edu,https://linkedin.com/in/mentor_4205,12,formal,"English,Tamil",64.77,0.77,3.59,,,,
M4206,Mentor_4206,Male,SLIIT,Consultant,Data Science,20,"Machine Learning,Python,Cybersecurity",Galle,71.0,68.0,Silver,mentor_4206@university.edu,https://linkedin.com/in/mentor_4206,11,formal,English,86.67,0.73,4.38,,,,
M4207,Mentor_4207,Female,NSBM,Consultant,Networking,16,"Data Analysis,Cybersecurity,Cloud Computing",Kandy,89.0,76.0,Bronze,mentor_4207@university.edu,https://linkedin.com/in/mentor_4207,2,structured,"English,Sinhala",75.01,0.82,4.52,,,,
M4208,Mentor_4208,Female,NSBM,Lecturer,Networking,14,"Data Analysis,Cybersecurity,Python",Colombo,72.0,95.0,Bronze,mentor_4208@university.edu,https://linkedin.com/in/mentor_4208,4,casual,"English,Tamil",89.64,0.89,4.42,,,,
M4209,Mentor_4209,Male,University of Colombo,Consultant,Cybersecurity,9,"Data Analysis,Python,Cybersecurity",Gampaha,100.0,60.0,Bronze,mentor_4209@university.edu,https://linkedin.com/in/mentor_4209,4,flexible,"English,Sinhala",87.75,0.74,3.67,,,,
M4210,Mentor_4210,Male,SLIIT,Consultant,Business IT,10,"Python,Cloud Computing,Machine Learning",Galle,85.0,94.0,Silver,mentor_4210@university.edu,https://linkedin.com/in/mentor_4210,12,flexible,"English,Sinhala",78.54,0.78,4.02,,,,
M4211,Mentor_4211,Male,IIT Sri Lanka,Software Engineer,Data Science,13,"Machine Learning,Cloud Computing,Data Analysis",Colombo,91.0,51.0,Bronze,mentor_4211@university.edu,https://linkedin.com/in/mentor_4211,13,structured,"English,Tamil",60.49,0.93,4.99,,,,
M4212,Mentor_4212,Male,University of Colombo,Consultant,Cybersecurity,19,"Java,Cloud Computing,Python",Colombo,79.0,69.0,Gold,mentor_4212@university.edu,https://linkedin.com/in/mentor_4212,3,flexible,"English,Sinhala",93.27,0.95,4.66,,,,
M4213,Mentor_4213,Female,University of Colombo,Data Scientist,Cybersecurity,11,"Machine Learning,Cloud Computing,Data Analysis",Gampaha,86.0,59.0,Gold,mentor_4213@university.edu,https://linkedin.com/in/mentor_4213,7,formal,"English,Tamil",92.5,0.79,3.61,,,,
M4214,Mentor_4214,Female,University of Colombo,Data Scientist,Business IT,13,"Python,Data Analysis,Machine Learning",Colombo,72.0,62.0,Gold,mentor_4214@university.edu,https://linkedin.com/in/mentor_4214,3,flexible,"English,Tamil",90.56,0.95,4.66,,,,
M4215,Mentor_4215,Female,IIT Sri Lanka,Software Engineer,Cybersecurity,14,"Data Analysis,Cloud Computing,Cybersecurity",Kurunegala,58.0,58.0,Silver,mentor_4215@university.edu,https://linkedin.com/in/mentor_4215,2,structured,"English,Tamil",64.01,0.71,4.72,,,,
M4216,Mentor_4216,Female,IIT Sri Lanka,Lecturer,Cybersecurity,3,"Machine Learning,Cloud Computing,Data Analysis",Kurunegala,98.0,66.0,Gold,mentor_4216@university.edu,https://linkedin.com/in/mentor_4216,14,flexible,"English,Tamil",87.87,0.78,4.75,,,,
M4217,Mentor_4217,Male,University of Moratuwa,Data Scientist,Cybersecurity,4,"Machine Learning,Python,Java",Gampaha,80.0,86.0,Silver,mentor_4217@university.edu,https://linkedin.com/in/mentor_4217,6,flexible,"English,Sinhala",74.77,0.96,4.81,,,,
M4218,Mentor_4218,Male,NSBM,Data Scientist,AI/ML,8,"Data Analysis,Java,Machine Learning",Colombo,65.0,99.0,Bronze,mentor_4218@university.edu,https://linkedin.com/in/mentor_4218,7,flexible,"English,Sinhala",60.22,0.96,4.04,,,,
M4219,Mentor_4219,Male,University of Kelaniya,Software Engineer,Business IT,15,"Data Analysis,Python,Machine Learning",Kandy,67.0,81.0,Silver,mentor_4219@university.edu,https://linkedin.com/in/mentor_4219,15,flexible,"English,Sinhala",88.68,0.73,4.7,,,,
M4220,Mentor_4220,Female,University of Colombo,Lecturer,Data Science,2,"Cybersecurity,Python,Data Analysis",Kurunegala,71.0,71.0,Bronze,mentor_4220@university.edu,https://linkedin.com/in/mentor_4220,7,formal,"English,Sinhala",76.75,0.79,3.83,,,,
M4221,Mentor_4221,Male,SLIIT,Lecturer,AI/ML,9,"Data Analysis,Machine Learning,Cloud Computing",Colombo,59.0,60.0,Silver,mentor_4221@university.edu,https://linkedin.com/in/mentor_4221,8,formal,"English,Sinhala",94.02,0.86,4.81,,,,
M4222,Mentor_4222,Female,SLIIT,Lecturer,AI/ML,20,"Data Analysis,Java,Cloud Computing",Kurunegala,77.0,75.0,Silver,mentor_4222@university.edu,https://linkedin.com/in/mentor_4222,6,flexible,"English,Tamil",92.68,0.76,3.69,,,,
